,Kanchanaburi,Kanchanaburi,Kanchanaburi,Kanchanaburi
2018-10-29 01:00:00,24.1,75,42,31.866666666666664
2018-10-29 04:00:00,23.7,80,39,15.95
2018-10-29 07:00:00,24.7,70,26,16.7
2018-10-29 10:00:00,28.6,65,26,17.3
2018-10-29 13:00:00,30.4,70,21,21.8
2018-10-29 16:00:00,30.1,70,18,32.56666666666667
2018-10-29 19:00:00,25.9,60,22,36.73333333333334
2018-10-29 22:00:00,24.8,70,32,29.33333333333333
2018-10-30 01:00:00,24.1,80,35,29.6
2018-10-30 04:00:00,23.3,80,35,24.96666666666667
2018-10-30 07:00:00,24.4,75,38,16.466666666666665
2018-10-30 10:00:00,28.4,65,41,17.066666666666666
2018-10-30 13:00:00,30.0,70,39,24.866666666666664
2018-10-30 16:00:00,29.6,85,30,46.43333333333334
2018-10-30 19:00:00,25.1,85,29,40.53333333333333
2018-10-30 22:00:00,24.2,75,41,34.36666666666667
2018-10-31 01:00:00,23.3,70,40,32.300000000000004
2018-10-31 04:00:00,22.3,65,46,29.83333333333333
2018-10-31 07:00:00,21.0,70,63,28.0
2018-10-31 10:00:00,25.9,70,62,33.36666666666667
2018-10-31 13:00:00,28.4,85,47,43.400000000000006
2018-10-31 16:00:00,28.1,85,37,57.23333333333333
2018-10-31 19:00:00,23.5,85,39,51.96666666666667
2018-10-31 22:00:00,22.2,75,45,45.73333333333334
2018-11-01 01:00:00,21.3,70,40,40.43333333333334
2018-11-01 04:00:00,20.6,70,35,38.833333333333336
2018-11-01 07:00:00,21.0,75,32,27.866666666666664
2018-11-01 10:00:00,25.8,65,33,26.2
2018-11-01 13:00:00,27.6,60,36,40.73333333333333
2018-11-01 16:00:00,27.1,65,33,61.96666666666667
2018-11-01 19:00:00,22.0,70,35,52.866666666666674
2018-11-01 22:00:00,20.8,70,42,43.73333333333333
2018-11-02 01:00:00,19.6,75,34,36.56666666666666
2018-11-02 04:00:00,18.7,70,33,33.666666666666664
2018-11-02 07:00:00,20.2,80,27,29.83333333333333
2018-11-02 10:00:00,26.3,80,23,26.433333333333334
2018-11-02 13:00:00,28.3,80,14,37.43333333333334
2018-11-02 16:00:00,27.5,85,13,53.53333333333333
2018-11-02 19:00:00,21.7,90,12,50.56666666666666
2018-11-02 22:00:00,20.4,90,16,43.0
2018-11-03 01:00:00,19.6,100,18,36.63333333333333
2018-11-03 04:00:00,19.0,95,15,33.3
2018-11-03 07:00:00,20.4,90,15,24.23333333333333
2018-11-03 10:00:00,26.5,80,14,21.566666666666663
2018-11-03 13:00:00,29.3,65,8,31.96666666666667
2018-11-03 16:00:00,28.7,65,8,53.73333333333333
2018-11-03 19:00:00,23.7,50,7,56.53333333333333
2018-11-03 22:00:00,22.4,70,13,40.333333333333336
2018-11-04 01:00:00,21.5,80,12,35.800000000000004
2018-11-04 04:00:00,20.8,75,12,31.866666666666664
2018-11-04 07:00:00,22.6,80,12,25.23333333333333
2018-11-04 10:00:00,27.7,85,13,24.83333333333333
2018-11-04 13:00:00,31.0,75,10,35.7
2018-11-04 16:00:00,30.6,70,8,49.3
2018-11-04 19:00:00,25.3,55,6,47.833333333333336
2018-11-04 22:00:00,24.2,70,12,39.833333333333336
2018-11-05 01:00:00,23.2,70,13,41.13333333333333
2018-11-05 04:00:00,22.4,60,14,35.1
2018-11-05 07:00:00,23.8,60,17,25.96666666666667
2018-11-05 10:00:00,28.7,65,19,20.966666666666665
2018-11-05 13:00:00,32.0,75,16,36.06666666666667
2018-11-05 16:00:00,31.2,60,13,52.4
2018-11-05 19:00:00,25.9,50,14,49.1
2018-11-05 22:00:00,24.5,75,18,37.3
2018-11-06 01:00:00,23.7,90,18,34.7
2018-11-06 04:00:00,23.0,85,22,29.03333333333333
2018-11-06 07:00:00,24.3,80,25,22.3
2018-11-06 10:00:00,28.9,65,28,18.266666666666666
2018-11-06 13:00:00,30.7,70,32,22.5
2018-11-06 16:00:00,30.3,65,29,42.7
2018-11-06 19:00:00,25.6,75,29,38.06666666666667
2018-11-06 22:00:00,24.4,80,31,27.8
2018-11-07 01:00:00,23.6,85,33,29.133333333333336
2018-11-07 04:00:00,23.1,85,33,27.3
2018-11-07 07:00:00,24.0,70,28,15.8
2018-11-07 10:00:00,28.8,65,31,13.333333333333334
2018-11-07 13:00:00,30.9,70,27,21.3
2018-11-07 16:00:00,30.2,70,27,33.833333333333336
2018-11-07 19:00:00,25.9,70,34,28.866666666666664
2018-11-07 22:00:00,24.8,75,44,25.0
2018-11-08 01:00:00,24.3,75,40,27.03333333333333
2018-11-08 04:00:00,23.8,75,40,26.15
2018-11-08 07:00:00,24.4,75,40,18.2
2018-11-08 10:00:00,24.9,75,37,16.766666666666666
2018-11-08 13:00:00,28.7,85,36,26.85
2018-11-08 16:00:00,28.5,90,27,33.266666666666666
2018-11-08 19:00:00,24.8,95,31,29.8
2018-11-08 22:00:00,24.3,90,34,19.666666666666668
2018-11-09 01:00:00,23.4,90,40,22.766666666666666
2018-11-09 04:00:00,22.9,95,42,21.133333333333336
2018-11-09 07:00:00,23.5,100,43,17.866666666666664
2018-11-09 10:00:00,27.3,100,44,16.566666666666666
2018-11-09 13:00:00,27.6,110,40,17.666666666666668
2018-11-09 16:00:00,25.0,115,32,15.166666666666666
2018-11-09 19:00:00,23.9,115,29,14.433333333333332
2018-11-09 22:00:00,23.7,120,26,14.366666666666667
2018-11-10 01:00:00,23.1,105,21,17.133333333333333
2018-11-10 04:00:00,22.8,100,28,17.533333333333335
2018-11-10 07:00:00,23.8,110,25,12.199999999999998
2018-11-10 10:00:00,27.7,115,26,16.566666666666666
2018-11-10 13:00:00,28.4,120,23,23.33333333333333
2018-11-10 16:00:00,27.7,120,21,19.5
2018-11-10 19:00:00,25.1,115,23,13.033333333333331
2018-11-10 22:00:00,24.5,110,26,13.066666666666668
2018-11-11 01:00:00,23.8,105,31,14.066666666666668
2018-11-11 04:00:00,22.9,100,33,14.300000000000002
2018-11-11 07:00:00,24.1,100,31,16.033333333333335
2018-11-11 10:00:00,28.0,105,28,12.933333333333332
2018-11-11 13:00:00,30.0,115,19,19.433333333333334
2018-11-11 16:00:00,29.0,110,16,32.5
2018-11-11 19:00:00,25.3,115,17,30.23333333333333
2018-11-11 22:00:00,24.4,110,16,26.1
2018-11-12 01:00:00,23.7,105,13,24.46666666666667
2018-11-12 04:00:00,23.1,95,15,16.233333333333334
2018-11-12 07:00:00,24.2,100,22,13.9
2018-11-12 10:00:00,28.5,105,21,13.6
2018-11-12 13:00:00,31.3,120,15,30.3
2018-11-12 16:00:00,31.1,120,10,47.5
2018-11-12 19:00:00,26.4,125,9,35.666666666666664
2018-11-12 22:00:00,25.3,50,5,25.166666666666668
2018-11-13 01:00:00,24.4,50,9,20.45
2018-11-13 04:00:00,23.6,60,9,20.566666666666663
2018-11-13 07:00:00,24.5,60,9,15.566666666666668
2018-11-13 10:00:00,28.8,70,10,16.3
2018-11-13 13:00:00,30.9,95,9,29.066666666666663
2018-11-13 16:00:00,30.4,115,8,44.35
2018-11-13 19:00:00,26.6,100,5,30.73333333333333
2018-11-13 22:00:00,25.0,40,6,25.566666666666663
2018-11-14 01:00:00,24.1,30,9,24.03333333333333
2018-11-14 04:00:00,23.5,50,10,25.1
2018-11-14 07:00:00,24.9,80,11,17.733333333333334
2018-11-14 10:00:00,29.2,95,14,16.433333333333334
2018-11-14 13:00:00,30.5,115,14,27.133333333333336
2018-11-14 16:00:00,30.3,115,13,33.6
2018-11-14 19:00:00,25.7,95,11,30.9
2018-11-14 22:00:00,24.9,95,9,30.3
2018-11-15 01:00:00,24.4,95,13,26.899999999999995
2018-11-15 04:00:00,23.9,95,17,25.566666666666663
2018-11-15 07:00:00,25.0,95,19,23.133333333333336
2018-11-15 10:00:00,29.5,95,19,21.2
2018-11-15 13:00:00,31.7,100,16,33.666666666666664
2018-11-15 16:00:00,31.3,105,9,41.23333333333333
2018-11-15 19:00:00,26.4,115,8,33.4
2018-11-15 22:00:00,25.7,75,4,24.666666666666668
2018-11-16 01:00:00,25.0,50,6,26.066666666666663
2018-11-16 04:00:00,24.2,70,6,24.33333333333333
2018-11-16 07:00:00,25.3,85,10,18.3
2018-11-16 10:00:00,29.9,85,11,22.9
2018-11-16 13:00:00,32.2,80,10,29.5
2018-11-16 16:00:00,31.8,90,9,42.95
2018-11-16 19:00:00,27.2,115,12,31.666666666666668
2018-11-16 22:00:00,25.5,125,11,31.399999999999995
2018-11-17 01:00:00,24.8,125,8,30.466666666666665
2018-11-17 04:00:00,24.2,105,8,23.7
2018-11-17 07:00:00,25.2,85,13,16.666666666666668
2018-11-17 10:00:00,29.8,85,11,14.733333333333333
2018-11-17 13:00:00,32.1,105,13,24.95
2018-11-17 16:00:00,31.7,125,10,38.6
2018-11-17 19:00:00,27.3,115,14,33.800000000000004
2018-11-17 22:00:00,25.7,120,17,32.6
2018-11-18 01:00:00,25.1,110,11,31.5
2018-11-18 04:00:00,24.4,110,12,27.8
2018-11-18 07:00:00,25.3,110,17,20.9
2018-11-18 10:00:00,29.2,115,15,17.2
2018-11-18 13:00:00,31.7,135,11,26.76666666666667
2018-11-18 16:00:00,31.8,170,6,30.7
2018-11-18 19:00:00,27.1,120,3,27.566666666666663
2018-11-18 22:00:00,26.3,30,8,32.06666666666667
2018-11-19 01:00:00,25.2,45,13,31.933333333333334
2018-11-19 04:00:00,24.3,50,16,27.933333333333334
2018-11-19 07:00:00,24.9,65,16,22.5
2018-11-19 10:00:00,29.4,80,19,21.33333333333333
2018-11-19 13:00:00,31.8,90,13,30.0
2018-11-19 16:00:00,31.7,70,9,41.8
2018-11-19 19:00:00,27.0,35,8,28.666666666666668
2018-11-19 22:00:00,26.1,40,14,23.633333333333336
2018-11-20 01:00:00,24.8,65,15,20.1
2018-11-20 04:00:00,24.1,80,17,19.866666666666664
2018-11-20 07:00:00,24.5,80,16,18.066666666666663
2018-11-20 10:00:00,29.2,95,19,21.666666666666668
2018-11-20 13:00:00,31.6,80,13,24.33333333333333
2018-11-20 16:00:00,31.4,90,13,29.2
2018-11-20 19:00:00,27.0,110,13,29.0
2018-11-20 22:00:00,25.8,115,8,26.26666666666667
2018-11-21 01:00:00,24.6,105,5,19.566666666666663
2018-11-21 04:00:00,23.7,65,5,18.2
2018-11-21 07:00:00,24.7,45,7,17.766666666666666
2018-11-21 10:00:00,29.2,50,9,16.366666666666664
2018-11-21 13:00:00,32.2,50,10,26.933333333333337
2018-11-21 16:00:00,31.8,75,12,32.36666666666667
2018-11-21 19:00:00,27.4,105,18,33.26666666666667
2018-11-21 22:00:00,25.8,90,16,29.0
2018-11-22 01:00:00,24.9,85,18,22.766666666666666
2018-11-22 04:00:00,24.1,85,19,24.666666666666668
2018-11-22 07:00:00,25.0,80,23,30.15
2018-11-22 10:00:00,29.1,80,29,32.5
2018-11-22 13:00:00,30.7,80,26,33.3
2018-11-22 16:00:00,29.0,70,21,40.5
2018-11-22 19:00:00,25.5,90,21,41.73333333333333
2018-11-22 22:00:00,24.6,80,20,33.7
2018-11-23 01:00:00,23.7,70,27,27.83333333333333
2018-11-23 04:00:00,23.3,75,25,22.666666666666668
2018-11-23 07:00:00,23.7,75,23,8.5
2018-11-23 10:00:00,27.2,70,19,5.800000000000001
2018-11-23 13:00:00,28.8,40,19,19.53333333333333
2018-11-23 16:00:00,28.3,50,22,37.95
2018-11-23 19:00:00,24.8,80,19,34.65
2018-11-23 22:00:00,24.0,90,16,24.666666666666668
2018-11-24 01:00:00,23.3,95,10,22.666666666666668
2018-11-24 04:00:00,22.6,80,10,22.366666666666664
2018-11-24 07:00:00,23.1,70,14,18.83333333333333
2018-11-24 10:00:00,27.7,65,12,14.7
2018-11-24 13:00:00,29.7,65,8,25.7
2018-11-24 16:00:00,29.5,40,7,42.16666666666666
2018-11-24 19:00:00,25.0,20,8,38.76666666666667
2018-11-24 22:00:00,23.8,40,13,31.933333333333334
2018-11-25 01:00:00,23.1,50,18,29.1
2018-11-25 04:00:00,22.3,55,18,27.53333333333333
2018-11-25 07:00:00,23.0,40,17,19.23333333333333
2018-11-25 10:00:00,28.2,40,21,14.9
2018-11-25 13:00:00,29.4,45,23,31.899999999999995
2018-11-25 16:00:00,29.1,40,23,58.3
2018-11-25 19:00:00,24.1,45,27,44.66666666666666
2018-11-25 22:00:00,23.2,55,34,31.633333333333336
2018-11-26 01:00:00,22.5,55,30,28.25
2018-11-26 04:00:00,21.7,60,34,25.75
2018-11-26 07:00:00,22.2,55,30,21.33333333333333
2018-11-26 10:00:00,26.5,50,38,20.7
2018-11-26 13:00:00,29.6,60,36,33.63333333333333
2018-11-26 16:00:00,28.8,70,29,46.36666666666667
2018-11-26 19:00:00,24.0,100,16,42.06666666666666
2018-11-26 22:00:00,23.1,95,18,37.0
2018-11-27 01:00:00,23.1,95,17,38.5
2018-11-27 04:00:00,22.7,80,19,36.7
2018-11-27 07:00:00,21.6,60,18,26.600000000000005
2018-11-27 10:00:00,26.3,50,28,24.23333333333333
2018-11-27 13:00:00,28.5,45,34,32.13333333333333
2018-11-27 16:00:00,27.6,40,33,32.26666666666667
2018-11-27 19:00:00,23.0,45,30,26.73333333333333
2018-11-27 22:00:00,22.0,50,32,29.83333333333333
2018-11-28 01:00:00,21.1,55,34,32.13333333333333
2018-11-28 04:00:00,21.9,55,34,27.133333333333336
2018-11-28 07:00:00,21.3,50,33,19.23333333333333
2018-11-28 10:00:00,25.8,60,34,17.266666666666666
2018-11-28 13:00:00,27.3,70,29,27.933333333333334
2018-11-28 16:00:00,27.0,70,25,35.56666666666667
2018-11-28 19:00:00,22.9,70,24,33.2
2018-11-28 22:00:00,22.0,80,24,36.93333333333333
2018-11-29 01:00:00,22.7,105,20,40.4
2018-11-29 04:00:00,22.8,105,23,37.36666666666667
2018-11-29 07:00:00,23.1,115,25,22.666666666666668
2018-11-29 10:00:00,25.9,100,25,17.03333333333333
2018-11-29 13:00:00,29.5,105,23,28.55
2018-11-29 16:00:00,29.3,110,19,48.8
2018-11-29 19:00:00,25.3,115,18,42.3
2018-11-29 22:00:00,24.0,100,19,33.56666666666667
2018-11-30 01:00:00,23.3,95,17,32.833333333333336
2018-11-30 04:00:00,22.6,80,20,30.433333333333334
2018-11-30 07:00:00,23.6,80,25,28.433333333333337
2018-11-30 10:00:00,28.0,80,25,27.866666666666664
2018-11-30 13:00:00,30.9,85,17,36.56666666666667
2018-11-30 16:00:00,30.6,85,17,52.36666666666667
2018-11-30 19:00:00,26.0,105,12,50.36666666666667
2018-11-30 22:00:00,24.9,105,15,38.73333333333333
2018-12-01 01:00:00,23.8,105,21,33.5
2018-12-01 04:00:00,23.0,95,23,32.53333333333333
2018-12-01 07:00:00,23.9,95,24,25.266666666666666
2018-12-01 10:00:00,28.5,90,24,17.2
2018-12-01 13:00:00,31.4,90,20,27.5
2018-12-01 16:00:00,30.3,85,18,58.35
2018-12-01 19:00:00,25.9,100,18,42.1
2018-12-01 22:00:00,24.6,95,16,31.866666666666664
2018-12-02 01:00:00,23.7,90,18,29.5
2018-12-02 04:00:00,23.2,85,17,27.33333333333333
2018-12-02 07:00:00,24.1,85,21,25.3
2018-12-02 10:00:00,28.5,90,23,19.5
2018-12-02 13:00:00,31.3,100,21,29.73333333333333
2018-12-02 16:00:00,30.8,100,18,50.0
2018-12-02 19:00:00,26.1,115,20,46.73333333333333
2018-12-02 22:00:00,25.0,110,22,36.833333333333336
2018-12-03 01:00:00,24.0,90,20,33.36666666666667
2018-12-03 04:00:00,23.4,80,22,30.46666666666667
2018-12-03 07:00:00,24.1,70,24,24.33333333333333
2018-12-03 10:00:00,28.8,70,25,25.7
2018-12-03 13:00:00,31.7,85,29,62.8
2018-12-03 16:00:00,31.8,80,21,62.06666666666666
2018-12-03 19:00:00,27.4,100,23,48.6
2018-12-03 22:00:00,26.0,100,24,37.333333333333336
2018-12-04 01:00:00,25.2,90,25,35.333333333333336
2018-12-04 04:00:00,24.5,80,25,36.06666666666666
2018-12-04 07:00:00,24.8,80,27,27.23333333333333
2018-12-04 10:00:00,30.0,80,30,21.9
2018-12-04 13:00:00,32.3,70,29,41.333333333333336
2018-12-04 16:00:00,32.1,70,26,77.3
2018-12-04 19:00:00,27.0,85,22,51.56666666666666
2018-12-04 22:00:00,26.0,85,25,45.2
2018-12-05 01:00:00,24.8,90,25,38.26666666666667
2018-12-05 04:00:00,23.9,85,26,34.16666666666667
2018-12-05 07:00:00,24.5,95,24,22.83333333333333
2018-12-05 10:00:00,29.6,95,22,17.666666666666668
2018-12-05 13:00:00,32.2,75,19,37.333333333333336
2018-12-05 16:00:00,32.3,75,17,48.06666666666666
2018-12-05 19:00:00,27.7,100,15,44.36666666666667
2018-12-05 22:00:00,26.2,105,17,39.0
2018-12-06 01:00:00,25.6,95,16,33.99999999999999
2018-12-06 04:00:00,24.0,80,15,33.733333333333334
2018-12-06 07:00:00,24.4,75,20,28.7
2018-12-06 10:00:00,29.2,75,22,28.8
2018-12-06 13:00:00,31.6,85,23,40.56666666666667
2018-12-06 16:00:00,31.8,75,16,55.5
2018-12-06 19:00:00,27.2,100,21,53.66666666666666
2018-12-06 22:00:00,25.8,105,18,40.16666666666666
2018-12-07 01:00:00,24.9,95,21,38.03333333333333
2018-12-07 04:00:00,23.6,80,24,39.333333333333336
2018-12-07 07:00:00,24.3,75,26,37.86666666666667
2018-12-07 10:00:00,28.7,80,27,32.8
2018-12-07 13:00:00,31.4,85,21,43.13333333333333
2018-12-07 16:00:00,30.5,90,21,51.66666666666666
2018-12-07 19:00:00,26.5,100,22,47.6
2018-12-07 22:00:00,25.0,100,22,37.06666666666667
2018-12-08 01:00:00,23.8,115,31,12.4
2018-12-08 04:00:00,23.8,110,33,9.033333333333331
2018-12-08 07:00:00,23.8,95,33,9.066666666666666
2018-12-08 10:00:00,26.9,100,32,16.866666666666664
2018-12-08 13:00:00,27.0,95,25,27.8
2018-12-08 16:00:00,25.0,95,22,27.933333333333334
2018-12-08 19:00:00,23.7,100,31,20.3
2018-12-08 22:00:00,23.4,90,33,16.9
2018-12-09 01:00:00,22.7,80,32,17.4
2018-12-09 04:00:00,22.4,80,32,19.5
2018-12-09 07:00:00,23.0,90,33,20.433333333333334
2018-12-09 10:00:00,26.9,100,37,19.4
2018-12-09 13:00:00,29.0,115,31,20.7
2018-12-09 16:00:00,28.7,110,26,25.73333333333333
2018-12-09 19:00:00,24.6,105,25,23.133333333333336
2018-12-09 22:00:00,23.6,100,25,23.266666666666666
2018-12-10 01:00:00,22.9,95,24,24.33333333333333
2018-12-10 04:00:00,22.2,95,21,17.8
2018-12-10 07:00:00,22.7,100,14,11.466666666666669
2018-12-10 10:00:00,26.7,75,16,12.6
2018-12-10 13:00:00,28.4,70,14,24.76666666666667
2018-12-10 16:00:00,28.7,80,15,41.43333333333333
2018-12-10 19:00:00,25.0,90,14,36.1
2018-12-10 22:00:00,24.2,95,20,25.23333333333333
2018-12-11 01:00:00,23.4,85,23,24.3
2018-12-11 04:00:00,23.1,80,28,26.46666666666667
2018-12-11 07:00:00,23.3,75,23,18.73333333333333
2018-12-11 10:00:00,27.8,75,26,15.533333333333331
2018-12-11 13:00:00,29.8,75,22,23.433333333333334
2018-12-11 16:00:00,29.9,80,21,47.43333333333334
2018-12-11 19:00:00,25.4,95,22,40.1
2018-12-11 22:00:00,24.6,100,24,30.6
2018-12-12 01:00:00,23.7,90,27,28.6
2018-12-12 04:00:00,22.9,95,28,28.83333333333333
2018-12-12 07:00:00,23.1,95,24,17.133333333333333
2018-12-12 10:00:00,27.1,95,29,16.7
2018-12-12 13:00:00,28.4,105,27,18.3
2018-12-12 16:00:00,28.2,100,26,38.7
2018-12-12 19:00:00,24.2,90,24,39.16666666666666
2018-12-12 22:00:00,23.5,80,30,27.05
2018-12-13 01:00:00,22.7,90,29,21.83333333333333
2018-12-13 04:00:00,21.6,95,26,19.066666666666663
2018-12-13 07:00:00,20.4,85,24,15.2
2018-12-13 10:00:00,24.3,85,28,14.9
2018-12-13 13:00:00,26.5,85,28,19.9
2018-12-13 16:00:00,27.4,90,28,35.26666666666667
2018-12-13 19:00:00,23.5,85,26,41.333333333333336
2018-12-13 22:00:00,22.2,85,31,41.833333333333336
2018-12-14 01:00:00,21.1,80,26,33.166666666666664
2018-12-14 04:00:00,20.9,85,25,21.83333333333333
2018-12-14 07:00:00,20.1,75,22,8.266666666666666
2018-12-14 10:00:00,24.3,70,30,8.9
2018-12-14 13:00:00,26.0,90,34,27.600000000000005
2018-12-14 16:00:00,27.0,85,31,42.56666666666667
2018-12-14 19:00:00,22.5,80,40,48.6
2018-12-14 22:00:00,21.5,85,42,42.86666666666667
2018-12-15 01:00:00,21.0,80,36,37.7
2018-12-15 04:00:00,20.5,80,33,20.0
2018-12-15 07:00:00,20.2,80,30,13.466666666666669
2018-12-15 10:00:00,24.6,75,32,13.1
2018-12-15 13:00:00,28.1,75,31,26.2
2018-12-15 16:00:00,28.4,80,29,39.03333333333333
2018-12-15 19:00:00,24.7,70,25,45.63333333333333
2018-12-15 22:00:00,23.6,70,38,44.5
2018-12-16 01:00:00,22.0,80,39,42.650000000000006
2018-12-16 04:00:00,21.5,80,43,34.2
2018-12-16 07:00:00,21.6,75,44,16.666666666666668
2018-12-16 10:00:00,26.4,80,45,11.533333333333331
2018-12-16 13:00:00,29.1,85,43,24.433333333333337
2018-12-16 16:00:00,29.3,80,40,44.13333333333333
2018-12-16 19:00:00,25.2,80,44,51.46666666666666
2018-12-16 22:00:00,24.0,80,46,50.93333333333333
2018-12-17 01:00:00,22.7,75,44,40.0
2018-12-17 04:00:00,21.9,75,37,22.066666666666663
2018-12-17 07:00:00,21.4,65,33,13.866666666666667
2018-12-17 10:00:00,25.8,70,38,13.2
2018-12-17 13:00:00,28.0,75,34,19.3
2018-12-17 16:00:00,28.6,80,28,44.96666666666666
2018-12-17 19:00:00,24.1,90,32,51.9
2018-12-17 22:00:00,22.7,90,30,51.06666666666666
2018-12-18 01:00:00,21.8,85,30,50.26666666666667
2018-12-18 04:00:00,21.2,80,26,36.86666666666667
2018-12-18 07:00:00,20.9,75,25,24.633333333333336
2018-12-18 10:00:00,25.5,75,26,21.5
2018-12-18 13:00:00,27.9,80,23,39.66666666666666
2018-12-18 16:00:00,28.7,95,20,55.2
2018-12-18 19:00:00,24.2,105,19,48.333333333333336
2018-12-18 22:00:00,22.9,105,18,57.76666666666667
2018-12-19 01:00:00,22.0,90,14,45.03333333333333
2018-12-19 04:00:00,21.2,80,14,41.86666666666667
2018-12-19 07:00:00,21.6,75,14,31.73333333333333
2018-12-19 10:00:00,27.1,75,15,28.9
2018-12-19 13:00:00,29.7,90,12,36.56666666666666
2018-12-19 16:00:00,30.4,95,8,52.6
2018-12-19 19:00:00,26.0,120,5,56.66666666666666
2018-12-19 22:00:00,24.5,130,1,55.0
2018-12-20 01:00:00,23.7,45,1,45.53333333333334
2018-12-20 04:00:00,22.9,140,2,40.266666666666666
2018-12-20 07:00:00,23.1,180,5,34.03333333333333
2018-12-20 10:00:00,28.7,185,2,53.009523809523806
2018-12-20 13:00:00,32.2,305,4,43.0
2018-12-20 16:00:00,32.3,320,8,68.73333333333333
2018-12-20 19:00:00,27.4,330,11,70.8
2018-12-20 22:00:00,25.9,5,7,68.7
2018-12-21 01:00:00,24.7,25,4,71.46666666666667
2018-12-21 04:00:00,23.8,65,3,45.06666666666666
2018-12-21 07:00:00,23.8,100,4,19.366666666666664
2018-12-21 10:00:00,29.5,65,4,18.433333333333334
2018-12-21 13:00:00,33.2,350,4,32.7
2018-12-21 16:00:00,32.9,315,7,51.53333333333333
2018-12-21 19:00:00,28.3,320,12,37.23333333333333
2018-12-21 22:00:00,26.8,20,6,21.9
2018-12-22 01:00:00,25.6,45,8,21.8
2018-12-22 04:00:00,24.7,55,10,19.2
2018-12-22 07:00:00,24.3,45,11,20.9
2018-12-22 10:00:00,29.7,45,12,26.866666666666664
2018-12-22 13:00:00,33.0,45,12,34.45
2018-12-22 16:00:00,33.3,30,12,24.643333333333334
2018-12-22 19:00:00,28.8,40,18,24.643333333333334
2018-12-22 22:00:00,27.3,60,19,24.643333333333334
2018-12-23 01:00:00,25.9,60,23,41.91666666666667
2018-12-23 04:00:00,24.8,50,26,40.45
2018-12-23 07:00:00,24.4,55,35,33.06666666666666
2018-12-23 10:00:00,29.7,75,33,32.43333333333334
2018-12-23 13:00:00,32.0,70,25,36.1
2018-12-23 16:00:00,32.2,60,22,59.2
2018-12-23 19:00:00,27.6,65,21,51.333333333333336
2018-12-23 22:00:00,25.3,65,29,40.833333333333336
2018-12-24 01:00:00,24.9,70,29,36.96666666666667
2018-12-24 04:00:00,23.9,65,32,40.6
2018-12-24 07:00:00,23.4,55,27,25.133333333333336
2018-12-24 10:00:00,28.3,50,26,20.5
2018-12-24 13:00:00,30.3,35,27,30.23333333333333
2018-12-24 16:00:00,30.8,35,24,49.333333333333336
2018-12-24 19:00:00,25.7,20,21,56.03333333333334
2018-12-24 22:00:00,24.6,25,21,53.26666666666667
2018-12-25 01:00:00,23.5,25,18,48.36666666666667
2018-12-25 04:00:00,22.7,25,15,38.4
2018-12-25 07:00:00,22.3,0,12,28.23333333333333
2018-12-25 10:00:00,28.4,355,11,21.7
2018-12-25 13:00:00,31.7,320,9,37.15
2018-12-25 16:00:00,32.0,325,12,68.39999999999999
2018-12-25 19:00:00,26.7,300,20,53.03333333333333
2018-12-25 22:00:00,25.0,300,11,38.36666666666667
2018-12-26 01:00:00,23.4,330,2,32.1
2018-12-26 04:00:00,21.9,30,3,26.25
2018-12-26 07:00:00,21.1,45,5,19.6
2018-12-26 10:00:00,27.6,75,5,22.03333333333333
2018-12-26 13:00:00,31.3,280,3,37.9
2018-12-26 16:00:00,31.3,295,10,71.73333333333333
2018-12-26 19:00:00,26.2,290,19,66.39999999999999
2018-12-26 22:00:00,24.8,305,9,42.0
2018-12-27 01:00:00,23.0,35,4,26.166666666666668
2018-12-27 04:00:00,21.7,70,10,23.666666666666668
2018-12-27 07:00:00,21.4,90,15,25.53333333333333
2018-12-27 10:00:00,27.5,95,14,30.766666666666666
2018-12-27 13:00:00,30.8,120,8,48.95
2018-12-27 16:00:00,31.4,255,3,31.01666666666667
2018-12-27 19:00:00,25.8,275,11,31.01666666666667
2018-12-27 22:00:00,24.6,335,5,31.01666666666667
2018-12-28 01:00:00,23.2,60,12,39.16469387755103
2018-12-28 04:00:00,22.1,105,20,39.16469387755103
2018-12-28 07:00:00,21.9,110,19,39.16469387755103
2018-12-28 10:00:00,27.7,100,21,39.16469387755103
2018-12-28 13:00:00,31.3,100,13,39.16469387755103
2018-12-28 16:00:00,31.8,90,11,39.16469387755103
2018-12-28 19:00:00,27.1,120,21,39.16469387755103
2018-12-28 22:00:00,25.5,120,20,39.16469387755103
2018-12-29 01:00:00,24.4,100,20,39.16469387755103
2018-12-29 04:00:00,23.6,100,19,39.16469387755103
2018-12-29 07:00:00,24.4,120,15,39.16469387755103
2018-12-29 10:00:00,28.3,130,19,39.16469387755103
2018-12-29 13:00:00,30.1,130,20,39.16469387755103
2018-12-29 16:00:00,29.6,120,19,39.16469387755103
2018-12-29 19:00:00,24.5,140,8,39.16469387755103
2018-12-29 22:00:00,23.2,120,9,39.16469387755103
2018-12-30 01:00:00,22.8,100,12,22.8
2018-12-30 04:00:00,22.5,100,18,22.8
2018-12-30 07:00:00,22.5,115,20,22.8
2018-12-30 10:00:00,25.9,105,22,22.8
2018-12-30 13:00:00,28.2,120,14,22.8
2018-12-30 16:00:00,27.5,120,13,22.8
2018-12-30 19:00:00,24.2,100,18,22.8
2018-12-30 22:00:00,23.2,100,23,22.8
2018-12-31 01:00:00,22.2,105,17,24.7
2018-12-31 04:00:00,23.1,100,13,24.7
