,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen
2018-06-23 19:00:00,30.5,240,11,18.0
2018-06-23 22:00:00,29.3,235,17,19.73333333333333
2018-06-24 01:00:00,27.6,245,25,15.466666666666663
2018-06-24 04:00:00,27.1,250,32,12.966666666666669
2018-06-24 07:00:00,27.5,255,32,12.233333333333334
2018-06-24 10:00:00,30.3,260,28,12.4
2018-06-24 13:00:00,30.4,270,20,15.433333333333332
2018-06-24 16:00:00,28.2,285,20,17.900000000000002
2018-06-24 19:00:00,27.3,240,18,16.733333333333334
2018-06-24 22:00:00,26.7,240,28,16.333333333333332
2018-06-25 01:00:00,25.7,240,30,19.166666666666668
2018-06-25 04:00:00,25.5,245,33,20.166666666666668
2018-06-25 07:00:00,25.3,245,38,18.5
2018-06-25 10:00:00,26.2,250,35,16.7
2018-06-25 13:00:00,27.5,250,26,14.333333333333334
2018-06-25 16:00:00,26.5,260,22,12.666666666666666
2018-06-25 19:00:00,25.9,235,12,12.466666666666669
2018-06-25 22:00:00,25.5,215,18,16.86666666666667
2018-06-26 01:00:00,25.0,220,28,15.166666666666666
2018-06-26 04:00:00,24.2,225,33,12.699999999999998
2018-06-26 07:00:00,24.5,235,35,13.266666666666666
2018-06-26 10:00:00,25.3,235,34,16.0
2018-06-26 13:00:00,26.1,225,30,22.46666666666667
2018-06-26 16:00:00,26.6,220,25,12.466666666666669
2018-06-26 19:00:00,25.4,210,22,9.766666666666667
2018-06-26 22:00:00,24.9,200,25,10.133333333333333
2018-06-27 01:00:00,24.1,195,28,15.366666666666664
2018-06-27 04:00:00,23.7,200,29,18.4
2018-06-27 07:00:00,24.1,200,27,16.7
2018-06-27 10:00:00,27.5,195,22,16.233333333333334
2018-06-27 13:00:00,30.4,180,14,17.900000000000002
2018-06-27 16:00:00,30.8,150,9,17.2
2018-06-27 19:00:00,27.2,155,12,11.933333333333332
2018-06-27 22:00:00,26.1,195,17,12.333333333333334
2018-06-28 01:00:00,25.2,180,18,10.0
2018-06-28 04:00:00,24.8,190,19,14.9
2018-06-28 07:00:00,25.4,205,18,14.6
2018-06-28 10:00:00,28.5,210,16,12.966666666666669
2018-06-28 13:00:00,29.6,210,13,16.766666666666666
2018-06-28 16:00:00,29.8,215,11,15.5
2018-06-28 19:00:00,26.7,220,16,14.122222222222222
2018-06-28 22:00:00,26.2,230,19,14.122222222222222
2018-06-29 01:00:00,25.9,235,22,11.533333333333331
2018-06-29 04:00:00,24.8,235,23,9.066666666666666
2018-06-29 07:00:00,26.2,240,23,12.0
2018-06-29 10:00:00,31.1,240,18,10.35
2018-06-29 13:00:00,33.2,240,17,10.1
2018-06-29 16:00:00,33.6,240,18,10.61
2018-06-29 19:00:00,29.2,250,12,10.61
2018-06-29 22:00:00,27.6,240,18,10.61
2018-06-30 01:00:00,26.4,245,28,13.65
2018-06-30 04:00:00,25.8,250,30,17.999999999999996
2018-06-30 07:00:00,27.0,265,29,11.55
2018-06-30 10:00:00,31.5,260,24,11.633333333333336
2018-06-30 13:00:00,34.5,240,21,16.099999999999998
2018-06-30 16:00:00,34.2,235,25,20.5
2018-06-30 19:00:00,30.4,235,28,16.05
2018-06-30 22:00:00,28.6,240,32,16.0
2018-07-01 01:00:00,27.5,245,37,11.033333333333331
2018-07-01 04:00:00,26.8,250,35,8.299999999999999
2018-07-01 07:00:00,27.6,255,34,5.666666666666667
2018-07-01 10:00:00,32.0,255,34,9.633333333333333
2018-07-01 13:00:00,34.7,245,23,13.933333333333332
2018-07-01 16:00:00,34.9,235,24,26.83333333333333
2018-07-01 19:00:00,30.7,260,20,16.8
2018-07-01 22:00:00,29.1,260,20,14.0
2018-07-02 01:00:00,27.7,260,25,17.633333333333336
2018-07-02 04:00:00,27.1,255,29,15.733333333333334
2018-07-02 07:00:00,27.9,255,39,12.1
2018-07-02 10:00:00,32.0,255,35,10.066666666666666
2018-07-02 13:00:00,34.6,250,24,15.233333333333334
2018-07-02 16:00:00,34.9,245,26,15.0
2018-07-02 19:00:00,30.9,250,32,11.9
2018-07-02 22:00:00,29.1,260,40,7.8
2018-07-03 01:00:00,27.4,265,27,13.533333333333331
2018-07-03 04:00:00,26.6,250,31,15.0
2018-07-03 07:00:00,27.1,270,33,14.4
2018-07-03 10:00:00,32.3,280,27,11.466666666666669
2018-07-03 13:00:00,34.8,270,19,12.466666666666669
2018-07-03 16:00:00,33.6,255,21,15.0
2018-07-03 19:00:00,31.0,255,18,15.7
2018-07-03 22:00:00,28.7,255,30,13.366666666666667
2018-07-04 01:00:00,27.3,265,34,11.933333333333332
2018-07-04 04:00:00,25.8,275,26,12.666666666666666
2018-07-04 07:00:00,26.9,290,26,9.366666666666664
2018-07-04 10:00:00,32.1,285,19,9.633333333333333
2018-07-04 13:00:00,34.7,265,20,10.466666666666669
2018-07-04 16:00:00,34.2,240,27,12.8
2018-07-04 19:00:00,30.4,255,31,17.25
2018-07-04 22:00:00,28.8,260,35,19.166666666666668
2018-07-05 01:00:00,28.0,245,43,21.83333333333333
2018-07-05 04:00:00,26.9,255,40,17.3
2018-07-05 07:00:00,27.0,260,24,15.1
2018-07-05 10:00:00,32.0,240,24,11.15
2018-07-05 13:00:00,35.1,235,24,16.766666666666666
2018-07-05 16:00:00,35.4,240,26,20.8
2018-07-05 19:00:00,31.1,235,27,19.433333333333334
2018-07-05 22:00:00,29.8,235,31,15.233333333333334
2018-07-06 01:00:00,28.2,240,32,20.4
2018-07-06 04:00:00,27.2,240,33,19.666666666666668
2018-07-06 07:00:00,27.4,300,31,14.533333333333331
2018-07-06 10:00:00,32.1,245,24,12.333333333333334
2018-07-06 13:00:00,34.4,250,16,14.1
2018-07-06 16:00:00,34.2,250,16,14.166666666666666
2018-07-06 19:00:00,30.5,255,10,17.766666666666666
2018-07-06 22:00:00,28.8,265,10,17.0
2018-07-07 01:00:00,27.7,270,25,18.33333333333333
2018-07-07 04:00:00,27.0,280,20,12.566666666666668
2018-07-07 07:00:00,27.2,70,3,11.5
2018-07-07 10:00:00,31.7,205,1,13.7
2018-07-07 13:00:00,33.6,270,8,15.5
2018-07-07 16:00:00,34.2,270,11,15.633333333333336
2018-07-07 19:00:00,31.7,270,11,20.133333333333333
2018-07-07 22:00:00,28.8,260,13,13.866666666666667
2018-07-08 01:00:00,27.6,275,21,19.866666666666664
2018-07-08 04:00:00,26.7,295,24,17.433333333333334
2018-07-08 07:00:00,27.5,310,45,26.96666666666667
2018-07-08 10:00:00,27.3,305,49,21.7
2018-07-08 13:00:00,27.3,300,43,20.3
2018-07-08 16:00:00,26.2,295,39,24.5
2018-07-08 19:00:00,26.3,295,36,25.33333333333333
2018-07-08 22:00:00,25.9,300,31,20.7
2018-07-09 01:00:00,25.4,280,30,21.7
2018-07-09 04:00:00,24.9,290,32,22.433333333333334
2018-07-09 07:00:00,25.1,305,34,18.6
2018-07-09 10:00:00,29.3,300,30,13.6
2018-07-09 13:00:00,32.0,285,22,12.7
2018-07-09 16:00:00,32.4,275,20,12.633333333333333
2018-07-09 19:00:00,30.1,280,7,10.966666666666669
2018-07-09 22:00:00,27.6,290,11,9.7
2018-07-10 01:00:00,26.4,280,18,12.766666666666666
2018-07-10 04:00:00,25.3,300,20,12.566666666666665
2018-07-10 07:00:00,25.6,310,21,12.333333333333334
2018-07-10 10:00:00,29.3,305,24,12.766666666666666
2018-07-10 13:00:00,33.3,280,13,20.8
2018-07-10 16:00:00,31.2,280,17,18.866666666666664
2018-07-10 19:00:00,28.3,280,11,16.9
2018-07-10 22:00:00,26.4,270,12,13.5
2018-07-11 01:00:00,26.0,275,13,19.8
2018-07-11 04:00:00,25.6,295,15,21.5
2018-07-11 07:00:00,26.1,320,15,20.8
2018-07-11 10:00:00,30.2,310,13,17.5
2018-07-11 13:00:00,32.1,285,14,22.899999999999995
2018-07-11 16:00:00,32.6,260,13,21.6
2018-07-11 19:00:00,28.5,260,13,17.900000000000002
2018-07-11 22:00:00,27.2,275,15,15.5
2018-07-12 01:00:00,26.3,290,21,21.33333333333333
2018-07-12 04:00:00,25.6,310,22,11.9
2018-07-12 07:00:00,26.2,325,24,19.2
2018-07-12 10:00:00,28.7,315,21,16.033333333333335
2018-07-12 13:00:00,30.2,300,20,20.700000000000003
2018-07-12 16:00:00,29.8,270,15,17.866666666666664
2018-07-12 19:00:00,27.0,255,12,18.5
2018-07-12 22:00:00,26.5,235,10,12.866666666666667
2018-07-13 01:00:00,25.6,235,4,19.933333333333334
2018-07-13 04:00:00,25.1,300,10,21.9
2018-07-13 07:00:00,25.8,330,19,17.933333333333334
2018-07-13 10:00:00,28.2,330,18,13.166666666666666
2018-07-13 13:00:00,32.5,320,14,18.433333333333334
2018-07-13 16:00:00,32.9,295,8,18.3
2018-07-13 19:00:00,29.7,260,7,18.96666666666667
2018-07-13 22:00:00,27.8,235,7,16.55
2018-07-14 01:00:00,26.5,270,14,21.2
2018-07-14 04:00:00,26.1,295,22,15.5
2018-07-14 07:00:00,26.3,305,15,11.3
2018-07-14 10:00:00,29.7,290,16,10.8
2018-07-14 13:00:00,32.6,290,14,16.833333333333332
2018-07-14 16:00:00,32.7,280,17,18.933333333333334
2018-07-14 19:00:00,28.5,305,18,10.1
2018-07-14 22:00:00,27.3,280,21,17.333333333333332
2018-07-15 01:00:00,26.3,255,29,18.633333333333333
2018-07-15 04:00:00,25.8,270,44,22.0
2018-07-15 07:00:00,26.0,275,43,19.76666666666667
2018-07-15 10:00:00,28.0,280,38,12.95
2018-07-15 13:00:00,31.4,270,32,19.0
2018-07-15 16:00:00,29.3,280,33,16.5
2018-07-15 19:00:00,27.2,300,22,20.433333333333334
2018-07-15 22:00:00,26.1,295,34,18.166666666666668
2018-07-16 01:00:00,25.6,285,47,18.933333333333334
2018-07-16 04:00:00,24.8,285,56,19.766666666666666
2018-07-16 07:00:00,24.3,290,62,21.23333333333333
2018-07-16 10:00:00,25.4,300,60,18.166666666666668
2018-07-16 13:00:00,25.3,310,59,21.53333333333333
2018-07-16 16:00:00,24.9,310,60,19.633333333333336
2018-07-16 19:00:00,24.2,310,55,10.166666666666666
2018-07-16 22:00:00,24.1,315,49,7.666666666666667
2018-07-17 01:00:00,24.1,310,51,9.3
2018-07-17 04:00:00,23.7,320,56,9.5
2018-07-17 07:00:00,24.1,325,57,12.066666666666668
2018-07-17 10:00:00,25.3,325,46,12.533333333333331
2018-07-17 13:00:00,24.7,340,43,15.4
2018-07-17 16:00:00,24.6,355,36,13.066666666666668
2018-07-17 19:00:00,24.0,30,37,11.633333333333336
2018-07-17 22:00:00,24.2,40,30,11.333333333333334
2018-07-18 01:00:00,24.3,70,15,10.666666666666666
2018-07-18 04:00:00,24.3,85,9,18.166666666666668
2018-07-18 07:00:00,24.8,85,9,12.166666666666666
2018-07-18 10:00:00,26.7,130,5,13.566666666666668
2018-07-18 13:00:00,29.4,125,9,11.4
2018-07-18 16:00:00,30.1,115,5,12.533333333333331
2018-07-18 19:00:00,27.8,150,3,13.266666666666666
2018-07-18 22:00:00,26.3,310,3,11.3
2018-07-19 01:00:00,25.4,35,3,16.166666666666668
2018-07-19 04:00:00,24.9,275,4,17.900000000000002
2018-07-19 07:00:00,25.2,250,49,13.766666666666666
2018-07-19 10:00:00,27.4,265,60,13.366666666666667
2018-07-19 13:00:00,27.8,280,43,25.73333333333333
2018-07-19 16:00:00,29.1,285,32,22.266666666666666
2018-07-19 19:00:00,26.8,250,34,18.33333333333333
2018-07-19 22:00:00,25.9,250,45,20.7
2018-07-20 01:00:00,25.4,255,66,20.166666666666668
2018-07-20 04:00:00,24.9,255,62,19.3
2018-07-20 07:00:00,25.4,255,58,19.83333333333333
2018-07-20 10:00:00,30.3,255,57,19.1
2018-07-20 13:00:00,31.4,250,54,13.966666666666669
2018-07-20 16:00:00,30.9,270,49,10.733333333333334
2018-07-20 19:00:00,27.9,275,47,9.633333333333336
2018-07-20 22:00:00,27.0,275,45,9.166666666666666
2018-07-21 01:00:00,26.2,255,41,24.23333333333333
2018-07-21 04:00:00,25.8,255,46,26.7
2018-07-21 07:00:00,26.6,280,51,22.766666666666666
2018-07-21 10:00:00,30.3,285,56,17.9
2018-07-21 13:00:00,32.4,270,36,24.8
2018-07-21 16:00:00,32.0,270,36,17.2
2018-07-21 19:00:00,28.7,260,38,20.53333333333333
2018-07-21 22:00:00,26.7,280,51,20.133333333333333
2018-07-22 01:00:00,26.1,285,56,29.05
2018-07-22 04:00:00,25.7,285,58,21.1
2018-07-22 07:00:00,25.5,295,59,18.433333333333334
2018-07-22 10:00:00,25.9,295,56,14.566666666666668
2018-07-22 13:00:00,27.6,290,54,16.866666666666667
2018-07-22 16:00:00,29.4,295,56,16.0
2018-07-22 19:00:00,27.0,300,37,15.7
2018-07-22 22:00:00,26.0,295,50,15.633333333333333
2018-07-23 01:00:00,25.4,290,51,26.766666666666666
2018-07-23 04:00:00,24.9,295,55,22.366666666666664
2018-07-23 07:00:00,25.8,290,38,17.866666666666667
2018-07-23 10:00:00,27.1,295,43,14.833333333333334
2018-07-23 13:00:00,31.0,300,45,14.733333333333334
2018-07-23 16:00:00,32.5,280,34,14.066666666666668
2018-07-23 19:00:00,28.5,275,36,17.566666666666666
2018-07-23 22:00:00,27.5,285,45,20.83333333333333
2018-07-24 01:00:00,26.2,280,46,23.933333333333334
2018-07-24 04:00:00,26.0,290,50,18.2
2018-07-24 07:00:00,25.9,295,39,14.766666666666666
2018-07-24 10:00:00,30.3,290,37,16.233333333333334
2018-07-24 13:00:00,31.5,290,33,21.15
2018-07-24 16:00:00,29.0,285,41,19.23333333333333
2018-07-24 19:00:00,28.1,285,37,20.633333333333333
2018-07-24 22:00:00,27.6,295,36,21.3
2018-07-25 01:00:00,25.9,285,34,26.1
2018-07-25 04:00:00,24.8,290,39,23.1
2018-07-25 07:00:00,24.5,280,45,24.666666666666668
2018-07-25 10:00:00,25.6,275,44,21.23333333333333
2018-07-25 13:00:00,28.4,275,34,20.966666666666665
2018-07-25 16:00:00,27.5,275,36,17.533333333333335
2018-07-25 19:00:00,25.8,265,42,22.1
2018-07-25 22:00:00,25.8,270,46,20.366666666666664
2018-07-26 01:00:00,25.0,270,51,25.866666666666664
2018-07-26 04:00:00,24.3,270,53,30.2
2018-07-26 07:00:00,24.3,265,58,28.166666666666668
2018-07-26 10:00:00,25.8,270,59,21.866666666666664
2018-07-26 13:00:00,24.3,270,53,24.83333333333333
2018-07-26 16:00:00,24.6,280,55,20.4
2018-07-26 19:00:00,24.7,285,39,30.5
2018-07-26 22:00:00,24.6,265,36,18.96666666666667
2018-07-27 01:00:00,24.5,255,54,28.9
2018-07-27 04:00:00,24.2,270,56,20.066666666666663
2018-07-27 07:00:00,24.0,285,54,18.466666666666665
2018-07-27 10:00:00,24.8,285,56,19.766666666666666
2018-07-27 13:00:00,27.1,285,47,25.166666666666668
2018-07-27 16:00:00,27.2,280,39,20.1
2018-07-27 19:00:00,25.7,270,40,23.23333333333333
2018-07-27 22:00:00,25.1,265,45,20.2
2018-07-28 01:00:00,24.7,265,48,19.166666666666668
2018-07-28 04:00:00,24.4,270,49,19.5
2018-07-28 07:00:00,24.3,280,56,22.23333333333333
2018-07-28 10:00:00,26.6,285,51,18.133333333333336
2018-07-28 13:00:00,27.5,280,40,21.933333333333337
2018-07-28 16:00:00,29.3,280,38,17.7
2018-07-28 19:00:00,26.7,280,42,16.933333333333334
2018-07-28 22:00:00,25.7,270,41,16.333333333333332
2018-07-29 01:00:00,25.0,260,42,27.866666666666664
2018-07-29 04:00:00,24.6,265,42,29.866666666666664
2018-07-29 07:00:00,24.4,265,40,20.46666666666667
2018-07-29 10:00:00,25.4,260,37,17.233333333333334
2018-07-29 13:00:00,28.8,260,28,23.3
2018-07-29 16:00:00,27.9,260,27,18.33333333333333
2018-07-29 19:00:00,25.7,245,31,19.03333333333333
2018-07-29 22:00:00,25.1,255,38,14.166666666666666
2018-07-30 01:00:00,24.7,265,40,21.23333333333333
2018-07-30 04:00:00,24.5,265,39,23.23333333333333
2018-07-30 07:00:00,24.4,265,39,22.33333333333333
2018-07-30 10:00:00,25.0,265,38,16.933333333333334
2018-07-30 13:00:00,28.9,275,23,28.3
2018-07-30 16:00:00,29.3,245,18,21.4
2018-07-30 19:00:00,26.2,230,28,15.333333333333334
2018-07-30 22:00:00,25.3,245,35,12.433333333333335
2018-07-31 01:00:00,24.4,250,40,21.46666666666667
2018-07-31 04:00:00,24.0,255,43,15.133333333333336
2018-07-31 07:00:00,23.8,250,50,19.46666666666667
2018-07-31 10:00:00,24.0,260,49,17.666666666666668
2018-07-31 13:00:00,25.5,265,45,20.0
2018-07-31 16:00:00,24.4,270,38,21.73333333333333
2018-07-31 19:00:00,25.4,275,18,14.3
2018-07-31 22:00:00,25.0,270,16,18.53809523809524
2018-08-01 01:00:00,24.1,245,10,28.3
2018-08-01 04:00:00,23.4,250,12,26.03333333333333
2018-08-01 07:00:00,24.8,270,12,23.0
2018-08-01 10:00:00,29.7,255,13,17.900000000000002
2018-08-01 13:00:00,32.6,235,10,22.2
2018-08-01 16:00:00,33.2,220,9,16.966666666666665
2018-08-01 19:00:00,28.9,225,3,18.7
2018-08-01 22:00:00,26.5,230,15,14.866666666666667
2018-08-02 01:00:00,25.2,250,18,15.199999999999998
2018-08-02 04:00:00,24.4,275,16,23.2
2018-08-02 07:00:00,25.3,300,15,23.366666666666664
2018-08-02 10:00:00,29.7,280,18,19.76666666666667
2018-08-02 13:00:00,33.0,300,15,20.46666666666667
2018-08-02 16:00:00,33.0,290,16,22.46666666666667
2018-08-02 19:00:00,28.4,260,25,15.833333333333334
2018-08-02 22:00:00,26.5,270,26,12.666666666666666
2018-08-03 01:00:00,25.4,285,36,16.23333333333333
2018-08-03 04:00:00,24.8,295,38,16.233333333333334
2018-08-03 07:00:00,25.4,280,24,17.766666666666666
2018-08-03 10:00:00,28.9,280,24,16.566666666666666
2018-08-03 13:00:00,32.7,270,11,21.3
2018-08-03 16:00:00,31.9,255,11,18.566666666666663
2018-08-03 19:00:00,27.6,250,6,21.933333333333334
2018-08-03 22:00:00,26.3,225,14,18.3
2018-08-04 01:00:00,25.3,235,18,21.83333333333333
2018-08-04 04:00:00,24.3,270,19,21.066666666666663
2018-08-04 07:00:00,25.2,290,18,21.0
2018-08-04 10:00:00,29.6,305,14,23.566666666666663
2018-08-04 13:00:00,32.7,260,9,27.23333333333333
2018-08-04 16:00:00,33.0,225,9,24.96666666666667
2018-08-04 19:00:00,28.0,245,15,24.166666666666668
2018-08-04 22:00:00,26.4,255,18,25.666666666666668
2018-08-05 01:00:00,25.4,255,19,33.6
2018-08-05 04:00:00,24.8,270,20,26.1
2018-08-05 07:00:00,25.7,260,22,23.5
2018-08-05 10:00:00,29.5,260,19,21.23333333333333
2018-08-05 13:00:00,31.9,230,12,23.766666666666666
2018-08-05 16:00:00,31.7,225,17,17.733333333333334
2018-08-05 19:00:00,27.3,265,19,17.4
2018-08-05 22:00:00,26.4,275,18,12.033333333333331
2018-08-06 01:00:00,25.7,265,22,18.6
2018-08-06 04:00:00,24.9,265,18,26.53333333333333
2018-08-06 07:00:00,25.4,260,18,28.133333333333336
2018-08-06 10:00:00,28.8,255,19,27.13333333333333
2018-08-06 13:00:00,31.3,225,10,25.03333333333333
2018-08-06 16:00:00,31.7,320,11,14.566666666666668
2018-08-06 19:00:00,29.1,230,18,15.266666666666666
2018-08-06 22:00:00,27.0,230,18,16.46666666666667
2018-08-07 01:00:00,25.4,260,16,26.566666666666663
2018-08-07 04:00:00,24.7,285,16,24.766666666666666
2018-08-07 07:00:00,26.0,315,11,23.23333333333333
2018-08-07 10:00:00,30.2,315,8,20.666666666666668
2018-08-07 13:00:00,32.4,310,5,22.566666666666663
2018-08-07 16:00:00,32.9,250,5,25.066666666666663
2018-08-07 19:00:00,30.4,220,7,22.200000000000003
2018-08-07 22:00:00,29.0,195,11,15.3
2018-08-08 01:00:00,26.9,220,16,15.5
2018-08-08 04:00:00,25.7,255,11,16.0
2018-08-08 07:00:00,26.5,330,11,16.76666666666667
2018-08-08 10:00:00,30.9,325,11,16.26666666666667
2018-08-08 13:00:00,33.3,320,11,17.833333333333332
2018-08-08 16:00:00,33.2,315,9,22.53333333333333
2018-08-08 19:00:00,30.5,290,7,12.699999999999998
2018-08-08 22:00:00,29.0,225,5,17.833333333333332
2018-08-09 01:00:00,27.2,235,11,21.766666666666666
2018-08-09 04:00:00,26.3,255,9,15.466666666666669
2018-08-09 07:00:00,26.8,285,4,13.9
2018-08-09 10:00:00,29.0,245,5,14.633333333333333
2018-08-09 13:00:00,28.7,230,7,14.6
2018-08-09 16:00:00,28.0,230,7,18.96666666666667
2018-08-09 19:00:00,26.4,260,12,21.23333333333333
2018-08-09 22:00:00,25.8,260,14,21.96666666666667
2018-08-10 01:00:00,24.9,270,22,24.666666666666668
2018-08-10 04:00:00,24.5,280,19,22.2
2018-08-10 07:00:00,25.1,300,16,20.7
2018-08-10 10:00:00,27.6,300,9,13.4
2018-08-10 13:00:00,28.4,255,6,19.26666666666667
2018-08-10 16:00:00,29.4,245,10,17.03333333333333
2018-08-10 19:00:00,27.0,240,19,25.666666666666668
2018-08-10 22:00:00,26.1,250,29,17.2
2018-08-11 01:00:00,25.7,265,29,17.7
2018-08-11 04:00:00,25.2,270,29,14.433333333333332
2018-08-11 07:00:00,25.5,275,23,15.800000000000002
2018-08-11 10:00:00,29.0,265,22,15.633333333333336
2018-08-11 13:00:00,29.6,270,26,21.36666666666667
2018-08-11 16:00:00,31.1,260,26,18.933333333333334
2018-08-11 19:00:00,27.5,255,33,22.633333333333336
2018-08-11 22:00:00,26.7,260,42,19.133333333333333
2018-08-12 01:00:00,26.0,255,51,19.133333333333336
2018-08-12 04:00:00,25.2,260,50,12.8
2018-08-12 07:00:00,25.1,270,38,17.900000000000002
2018-08-12 10:00:00,29.6,270,30,13.033333333333331
2018-08-12 13:00:00,29.8,275,24,18.6
2018-08-12 16:00:00,31.4,260,22,14.1
2018-08-12 19:00:00,28.1,265,18,17.433333333333334
2018-08-12 22:00:00,26.7,260,25,14.533333333333331
2018-08-13 01:00:00,25.3,265,26,18.466666666666665
2018-08-13 04:00:00,24.4,275,32,21.53333333333333
2018-08-13 07:00:00,24.1,275,41,25.3
2018-08-13 10:00:00,24.7,270,46,18.633333333333336
2018-08-13 13:00:00,26.2,265,51,25.266666666666666
2018-08-13 16:00:00,29.6,260,53,30.066666666666663
2018-08-13 19:00:00,26.1,265,58,27.46666666666667
2018-08-13 22:00:00,25.3,265,59,24.766666666666666
2018-08-14 01:00:00,24.2,260,53,29.0
2018-08-14 04:00:00,23.9,260,54,30.7
2018-08-14 07:00:00,24.4,265,70,19.200000000000003
2018-08-14 10:00:00,24.9,275,61,13.166666666666666
2018-08-14 13:00:00,28.6,265,36,21.000000000000004
2018-08-14 16:00:00,26.7,270,39,24.633333333333336
2018-08-14 19:00:00,25.4,280,31,20.966666666666665
2018-08-14 22:00:00,24.8,280,36,18.933333333333334
2018-08-15 01:00:00,24.5,270,42,27.0
2018-08-15 04:00:00,24.3,270,50,28.7
2018-08-15 07:00:00,24.3,280,47,22.8
2018-08-15 10:00:00,26.0,280,45,12.0
2018-08-15 13:00:00,29.9,280,37,20.33333333333333
2018-08-15 16:00:00,27.9,285,39,16.166666666666668
2018-08-15 19:00:00,25.7,290,41,20.0
2018-08-15 22:00:00,25.5,285,44,16.76666666666667
2018-08-16 01:00:00,24.7,290,36,24.066666666666663
2018-08-16 04:00:00,24.5,290,43,14.6
2018-08-16 07:00:00,25.1,290,36,10.5
2018-08-16 10:00:00,28.9,300,41,14.066666666666668
2018-08-16 13:00:00,31.1,295,36,18.4
2018-08-16 16:00:00,30.5,275,33,15.866666666666664
2018-08-16 19:00:00,26.8,285,33,19.23333333333333
2018-08-16 22:00:00,26.0,290,41,15.966666666666669
2018-08-17 01:00:00,25.1,295,58,19.933333333333334
2018-08-17 04:00:00,24.5,295,53,19.73333333333333
2018-08-17 07:00:00,24.9,285,53,18.03333333333333
2018-08-17 10:00:00,28.3,275,48,12.733333333333333
2018-08-17 13:00:00,30.5,260,38,20.33333333333333
2018-08-17 16:00:00,29.5,260,39,16.966666666666665
2018-08-17 19:00:00,26.0,275,46,17.0
2018-08-17 22:00:00,25.0,265,41,15.666666666666666
2018-08-18 01:00:00,24.5,250,34,23.03333333333333
2018-08-18 04:00:00,24.0,245,34,15.7
2018-08-18 07:00:00,25.0,260,24,18.96666666666667
2018-08-18 10:00:00,29.6,260,21,16.8
2018-08-18 13:00:00,32.0,245,31,16.0
2018-08-18 16:00:00,31.7,250,33,18.566666666666663
2018-08-18 19:00:00,27.3,255,22,15.4
2018-08-18 22:00:00,26.1,255,32,10.2
2018-08-19 01:00:00,25.5,265,36,14.9
2018-08-19 04:00:00,24.9,270,34,12.766666666666666
2018-08-19 07:00:00,25.5,265,27,19.0
2018-08-19 10:00:00,30.2,260,23,14.433333333333332
2018-08-19 13:00:00,32.7,245,20,21.75
2018-08-19 16:00:00,32.6,230,27,26.266666666666666
2018-08-19 19:00:00,28.4,230,21,17.733333333333334
2018-08-19 22:00:00,26.6,230,24,9.25
2018-08-20 01:00:00,25.5,255,29,16.333333333333332
2018-08-20 04:00:00,24.6,280,29,17.666666666666668
2018-08-20 07:00:00,25.6,285,18,18.96666666666667
2018-08-20 10:00:00,30.2,265,19,20.33333333333333
2018-08-20 13:00:00,32.7,260,18,22.5
2018-08-20 16:00:00,32.9,260,17,21.166666666666668
2018-08-20 19:00:00,28.6,260,8,21.73333333333333
2018-08-20 22:00:00,27.4,265,17,12.800000000000002
2018-08-21 01:00:00,26.1,280,30,19.53333333333333
2018-08-21 04:00:00,25.6,290,32,21.46666666666667
2018-08-21 07:00:00,26.4,300,28,22.26666666666667
2018-08-21 10:00:00,30.7,295,24,24.266666666666666
2018-08-21 13:00:00,33.8,265,19,21.566666666666663
2018-08-21 16:00:00,33.6,270,20,16.866666666666667
2018-08-21 19:00:00,29.0,280,19,23.966666666666665
2018-08-21 22:00:00,27.2,275,20,11.0
2018-08-22 01:00:00,25.9,275,24,14.666666666666666
2018-08-22 04:00:00,25.4,290,28,15.8
2018-08-22 07:00:00,25.7,310,34,19.066666666666663
2018-08-22 10:00:00,29.9,310,28,15.5
2018-08-22 13:00:00,31.5,290,22,21.166666666666668
2018-08-22 16:00:00,29.3,285,24,20.833333333333336
2018-08-22 19:00:00,27.1,290,26,19.23333333333333
2018-08-22 22:00:00,26.3,275,18,19.0
2018-08-23 01:00:00,25.5,270,23,25.0
2018-08-23 04:00:00,25.2,275,26,27.866666666666664
2018-08-23 07:00:00,25.2,265,22,25.766666666666666
2018-08-23 10:00:00,27.2,265,22,21.1
2018-08-23 13:00:00,30.2,250,23,17.833333333333332
2018-08-23 16:00:00,30.8,245,25,19.9
2018-08-23 19:00:00,27.4,240,33,15.933333333333335
2018-08-23 22:00:00,25.9,240,42,15.466666666666669
2018-08-24 01:00:00,25.3,245,44,13.800000000000002
2018-08-24 04:00:00,24.9,255,38,16.55
2018-08-24 07:00:00,25.0,265,34,15.65
2018-08-24 10:00:00,27.6,270,32,14.1
2018-08-24 13:00:00,30.5,255,23,11.766666666666666
2018-08-24 16:00:00,30.1,235,23,17.366666666666667
2018-08-24 19:00:00,26.3,235,31,17.033333333333335
2018-08-24 22:00:00,25.6,250,33,14.866666666666667
2018-08-25 01:00:00,25.0,265,41,20.066666666666663
2018-08-25 04:00:00,24.4,265,37,12.333333333333334
2018-08-25 07:00:00,24.9,265,36,17.133333333333333
2018-08-25 10:00:00,27.6,270,36,20.766666666666666
2018-08-25 13:00:00,27.6,270,28,24.23333333333333
2018-08-25 16:00:00,28.6,270,30,13.966666666666669
2018-08-25 19:00:00,25.4,270,27,9.733333333333333
